ID,Class
916005,positive
566198,negative
1052929,positive
4717143,positive
3397431,negative
4348716,positive
4254032,positive
6361325,negative
2457200,positive
1180922,negative
5206373,positive
29560,negative
4491377,negative
2816410,neutral
4254686,positive
2863606,negative
597845,negative
3805594,negative
5611258,negative
4559882,negative
386533,positive
5157118,negative
6535352,positive
2142214,positive
2195319,positive
6564309,positive
5339198,positive
1317307,positive
3645908,positive
3563354,positive
4077689,positive
4894378,negative
5017556,positive
3507745,positive
649291,neutral
4743671,positive
594540,positive
5351751,negative
2999582,positive
4633025,positive
5984994,neutral
4071451,positive
6201799,neutral
4256590,positive
6652558,positive
4457441,positive
4391186,positive
4734809,negative
2755135,neutral
2662267,negative
5162867,positive
1549997,negative
6100306,positive
1996846,positive
5052192,negative
3591632,negative
2208758,positive
5008714,neutral
1432157,positive
4433472,positive
2465626,neutral
5324469,positive
4615183,positive
4652169,positive
5979556,positive
6621441,positive
5349590,positive
390089,positive
1439801,positive
1709402,negative
5879172,positive
619523,neutral
1298253,positive
3718876,positive
829540,negative
5662367,negative
5324496,neutral
762588,positive
3852767,neutral
3713472,positive
1839451,positive
590678,positive
823395,neutral
1246089,negative
1525959,positive
4213058,positive
4072114,positive
2297708,negative
6428136,positive
3361979,positive
4749880,neutral
581376,positive
4166362,neutral
2191311,positive
783776,positive
4640885,neutral
732986,positive
5110535,positive
4513905,negative
3230850,positive
709623,positive
5607919,positive
5478239,positive
3275548,neutral
369314,negative
1780196,negative
2609359,positive
5619850,positive
233311,positive
6226640,negative
1489856,positive
893881,negative
6538828,positive
1194243,neutral
1667168,negative
3750072,positive
4539679,positive
6640706,negative
95998,positive
2253175,positive
5218897,positive
170117,positive
6359604,negative
3185292,positive
2441622,positive
1045950,positive
2758921,positive
2586412,positive
5889647,positive
3144453,positive
6426002,positive
173539,positive
4849890,positive
4376521,positive
3464840,neutral
1638268,negative
880942,negative
3664537,positive
3731491,positive
2653163,positive
5659405,positive
6101456,positive
2305159,positive
4892024,negative
2702579,positive
5042283,negative
4766103,positive
4917554,positive
2821478,positive
4158833,positive
5026006,positive
6509755,positive
2383853,positive
5997964,positive
3175959,negative
155097,positive
5981474,negative
5096835,positive
2628000,positive
3304104,positive
3349160,positive
2715137,positive
1464786,positive
6607816,neutral
5157775,positive
1880967,neutral
3270292,neutral
784578,neutral
1370829,positive
1250073,negative
3836044,negative
3614353,positive
1878456,positive
5919186,positive
3723859,positive
2229685,positive
998060,positive
2107440,positive
1578071,positive
3437935,negative
3055063,negative
6304693,positive
2068174,negative
5598025,positive
5709176,negative
5834369,positive
2009800,negative
3342718,positive
1926668,positive
4971363,neutral
3764398,negative
4788769,positive
1289033,positive
2511475,negative
441830,positive
763465,neutral
6382486,positive
6019246,negative
785885,positive
6475712,negative
1721252,positive
4001828,negative
106927,positive
6388490,positive
1261893,neutral
591223,positive
1047631,positive
4143815,positive
5206578,negative
3977998,positive
5995002,positive
2976718,positive
300863,positive
2797830,negative
5701298,positive
4756221,positive
449131,positive
4148753,positive
443322,positive
1932930,positive
5078095,positive
4031806,positive
828171,negative
6328757,neutral
4039235,positive
2891467,positive
1325564,positive
1125815,positive
3242902,neutral
4744664,negative
2634864,positive
2159778,positive
3897784,positive
4429075,negative
3576091,positive
5966697,neutral
1310228,positive
2519465,negative
5400424,negative
4631283,positive
2707443,negative
985241,neutral
1822729,positive
6017543,positive
4552029,positive
3681417,positive
1409173,positive
1591658,positive
2909893,neutral
6009325,positive
3530067,positive
5980687,positive
4370120,negative
6663361,negative
5815005,neutral
720456,positive
5556331,positive
4672140,negative
1024914,positive
5978348,positive
1984939,positive
6094511,positive
2512596,negative
3592260,negative
2876314,negative
1530035,positive
3390979,positive
6383776,negative
2316054,negative
2396303,positive
3852376,positive
297147,positive
1752604,positive
1165988,positive
5713385,positive
2665328,positive
2254561,positive
555357,positive
5926923,negative
3999442,positive
1660718,neutral
1427318,positive
4673469,positive
5910959,positive
3518678,positive
6437229,negative
2443856,positive
2360928,positive
5341500,positive
2978153,positive
6613452,positive
3067081,positive
4092279,negative
3762968,positive
1651065,positive
4796846,positive
6625791,negative
2331879,positive
1401819,negative
1769890,negative
1435656,positive
440532,negative
921089,negative
6312022,positive
1008447,positive
5126214,positive
3704341,positive
2794765,positive
758094,negative
25527,positive
4762659,positive
5486531,positive
3645976,negative
2719213,neutral
3663990,positive
2190452,positive
1771209,negative
3420003,negative
3440392,positive
1737047,positive
3247179,positive
651999,positive
4997415,negative
945844,positive
6197211,negative
4275750,positive
2741501,negative
5151152,negative
2941297,neutral
3527774,positive
5675297,positive
5929651,positive
2347750,neutral
2109963,positive
2408690,positive
1807023,positive
3011642,positive
4970917,neutral
4609230,neutral
4664994,negative
2915804,positive
4249535,negative
3824330,negative
4166666,negative
714895,positive
697037,positive
4123601,positive
4206268,negative
5985755,positive
3171044,positive
2823050,positive
6380367,negative
2594316,neutral
5453684,positive
6471200,positive
2695353,positive
1049580,neutral
367443,neutral
1425080,positive
3562597,negative
1287954,negative
131014,positive
179423,neutral
1187498,positive
4057039,positive
1003268,positive
3253755,positive
2536802,positive
5980932,neutral
720795,positive
5453048,positive
506184,positive
2748025,negative
2303787,positive
2804975,positive
5968407,positive
6198315,positive
925085,positive
1912368,positive
1524063,positive
3259566,negative
3285249,positive
1525653,positive
5054448,negative
4116660,negative
2810722,neutral
1399183,positive
6364349,neutral
1570743,positive
4775121,positive
4031275,positive
6240417,positive
532518,positive
3452733,positive
5354387,positive
5208693,neutral
5302114,positive
3182488,positive
678429,positive
1315127,positive
197132,negative
5099231,negative
1246474,positive
3124641,neutral
5296769,positive
4309984,positive
556684,neutral
4614877,neutral
5671496,neutral
5083979,negative
4936789,positive
361878,neutral
2082834,negative
4008654,positive
6643393,negative
184840,positive
2576942,positive
4885630,negative
3803459,positive
3225667,negative
1455652,positive
3034018,positive
4809371,neutral
3991997,negative
5764189,negative
1603991,positive
2055756,positive
624491,positive
5918183,positive
4519960,negative
2015009,negative
6133831,neutral
6561886,positive
5662122,positive
4661470,negative
1496024,positive
1050432,positive
4853878,positive
1143246,neutral
3420848,positive
4715330,positive
3155730,positive
207122,positive
5400915,positive
6160110,positive
1031875,positive
1349017,neutral
1611768,positive
1144213,positive
622582,positive
994683,positive
5555060,positive
2422567,positive
957328,positive
5104370,positive
1518804,positive
756198,positive
1973677,positive
2302686,neutral
5415450,negative
5159249,positive
2744542,positive
5625935,positive
5293156,positive
1077400,positive
1463238,positive
1773893,negative
603663,positive
575558,positive
5737883,neutral
4781342,positive
5955024,negative
909013,positive
5814096,negative
4516188,positive
5643773,positive
2520891,positive
3983277,positive
3655023,positive
4522884,positive
2506947,negative
73923,positive
2521654,positive
333921,negative
4170065,positive
6345252,positive
4623039,positive
1675624,negative
2663934,negative
2866798,negative
2087089,positive
1639111,positive
699157,negative
533134,positive
3162641,positive
2411754,positive
2464319,positive
2820668,negative
2705036,positive
4565357,positive
6194955,negative
2618686,negative
4079902,neutral
4190694,neutral
1971171,positive
4015995,positive
3657440,positive
4742483,positive
3723666,positive
6249014,positive
644512,positive
5099905,negative
4819256,positive
4138647,positive
1093816,positive
4262487,positive
4693248,negative
816160,positive
5669411,positive
3700310,positive
44682,negative
5888799,positive
2749455,positive
2244315,neutral
4739856,positive
4306417,positive
3763463,positive
5762930,positive
1157197,positive
1578504,positive
1350323,neutral
3214740,positive
2460390,positive
3587646,positive
1786200,positive
5955664,positive
6019977,positive
1660127,negative
2751240,positive
1683994,positive
4076072,positive
5601798,positive
274160,positive
3589600,negative
5839816,positive
6437092,negative
5016483,positive
6201298,neutral
3818106,positive
5533327,positive
5441747,positive
4648157,positive
5559771,positive
409901,positive
2835075,positive
2574839,negative
4152235,negative
2537603,negative
688802,positive
433083,positive
1707648,neutral
6217542,neutral
3983132,positive
1791090,positive
3402168,positive
6049934,positive
5494755,neutral
6353286,negative
3861754,positive
2521710,positive
564108,positive
3128620,positive
4809644,negative
1638697,positive
2535258,negative
1723242,negative
1260838,positive
6283625,positive
2761795,negative
991956,neutral
3348445,positive
4560257,positive
3901672,positive
1947965,neutral
3385296,positive
4631230,positive
6426125,positive
454127,positive
5648155,positive
4621697,positive
4428340,positive
5986146,positive
1730097,negative
1434609,positive
6557009,positive
4550806,negative
5922482,negative
6246944,negative
339444,positive
723537,negative
4099252,positive
1670744,neutral
4973832,positive
6142895,positive
1334188,positive
5295867,positive
1875965,positive
5957468,positive
1874386,negative
4554531,positive
5618577,positive
895970,negative
5992793,positive
5680837,negative
6646411,positive
6002416,positive
3433341,negative
5495034,neutral
873648,neutral
308657,positive
4964097,positive
3177545,positive
5888722,positive
470423,positive
1585459,positive
4965020,positive
6658489,neutral
1153315,neutral
6549316,positive
5939303,positive
5993623,positive
2626751,negative
4937554,negative
4589296,positive
4447012,positive
149204,positive
5365086,positive
2997313,positive
3912178,negative
4872642,positive
1212162,negative
707674,positive
321613,positive
6436773,negative
4184373,negative
2745452,negative
5718169,positive
4731368,positive
4627031,positive
2782566,neutral
2543137,positive
5509602,positive
4140233,positive
4655860,positive
3374285,positive
3596845,positive
1552193,neutral
4680639,positive
6197581,positive
792533,negative
797353,positive
2068458,negative
1969796,positive
67443,negative
293103,positive
3927029,neutral
2366293,positive
2504787,positive
1256215,neutral
101735,positive
762613,positive
917859,negative
5620408,negative
4517517,positive
4339222,positive
894348,positive
3445210,neutral
3797801,positive
3808917,positive
4886758,neutral
3929230,negative
6025695,positive
61525,positive
6095763,positive
129765,positive
1402208,positive
5897534,positive
5059287,neutral
1782755,negative
5768360,negative
2801352,neutral
3661620,positive
566908,positive
5967176,negative
2019401,positive
4654420,negative
484373,neutral
3203579,positive
5453211,positive
4165001,negative
4879714,positive
372592,positive
4795608,positive
4614657,positive
776587,positive
2478731,positive
3656125,negative
6303902,positive
5579596,positive
377344,negative
4560298,positive
1519599,positive
1497587,positive
4792364,positive
4520225,neutral
374837,positive
3790737,positive
5350584,positive
4974780,positive
5711343,positive
4286905,positive
1849222,positive
2889267,negative
6146799,positive
4917534,negative
199982,positive
20247,neutral
6666462,negative
5455288,positive
4527859,positive
5190204,positive
5121139,positive
1991384,positive
3678149,positive
4283657,positive
4529829,negative
2811161,negative
1731408,negative
5661504,negative
2640310,positive
3024332,positive
4960158,neutral
5326920,positive
3478631,positive
1192729,positive
2495179,neutral
5247243,positive
966499,negative
2173238,neutral
472147,negative
5105478,negative
3820888,positive
60364,positive
5429673,positive
4889984,positive
3193466,positive
5864799,positive
6395553,negative
6303189,positive
580608,positive
456269,positive
1359288,positive
2422813,positive
675191,positive
5653680,positive
3535446,positive
3562599,positive
2379097,positive
6378061,neutral
6285717,positive
2177176,positive
1437373,positive
201600,positive
6583268,positive
6032421,neutral
1668068,neutral
1910525,negative
2513806,negative
4004531,positive
4799866,positive
701792,positive
4638451,positive
6017708,positive
3727658,positive
67459,positive
2802174,positive
3800270,positive
2128382,positive
105019,positive
650368,negative
587717,neutral
6015899,neutral
85622,positive
2116139,positive
2683283,positive
5955881,negative
149559,positive
3420327,positive
4634980,positive
5655215,negative
4849622,positive
4103423,negative
305100,positive
5373469,negative
961076,positive
2814719,positive
5307338,positive
4963885,positive
2577225,positive
914220,negative
1557253,positive
5966088,neutral
1133912,negative
3786907,positive
3858978,negative
354484,positive
1270641,positive
1009696,positive
4713751,positive
6411503,positive
2567395,positive
4960650,positive
3385776,positive
2656133,positive
5404810,positive
6320755,positive
3770766,positive
1928544,positive
1697516,positive
5195632,negative
3853272,positive
750304,negative
6344805,positive
5962090,negative
4622236,negative
719092,positive
866656,positive
4748418,positive
247735,positive
3661348,positive
191079,positive
3127637,negative
1779887,negative
3260940,neutral
5445173,positive
46400,neutral
5864251,positive
2883831,neutral
2065839,positive
2265211,positive
3203336,positive
5766152,negative
486077,negative
5724122,negative
5126612,negative
5952391,positive
2931469,positive
824177,negative
5066866,negative
1572385,positive
5480613,positive
452951,neutral
78589,positive
941940,positive
3172571,positive
3842060,positive
5397408,positive
5128838,positive
4365365,neutral
785468,negative
1834453,neutral
2641672,positive
4762960,positive
5351666,positive
266424,positive
6609632,positive
3940092,positive
1496500,positive
3381861,positive
88503,positive
5904494,positive
4228880,negative
6228124,positive
6578255,positive
1022743,neutral
3333159,negative
5704603,neutral
5567348,negative
1529604,positive
2270996,positive
128443,positive
1554017,positive
3839161,neutral
23419,positive
4205519,negative
2531483,positive
2581191,positive
2479876,positive
5907771,positive
4139614,neutral
4120842,positive
488714,positive
2775615,positive
1533819,positive
4637484,positive
1471821,positive
3219323,positive
1859734,negative
5588079,negative
2195813,positive
146176,negative
5961048,positive
5002367,positive
4595568,neutral
4876692,positive
507229,positive
2102621,positive
3130712,positive
4406013,positive
6527865,positive
1548000,positive
2235491,negative
2240276,positive
6575276,positive
2445300,positive
3920237,positive
4013592,negative
1361202,positive
3199587,negative
5936906,neutral
2934539,negative
984891,positive
4029864,neutral
2566077,negative
4501627,positive
4190160,negative
414954,positive
3895219,positive
362801,positive
3333042,positive
799132,positive
3628741,negative
3790071,positive
3439022,positive
6449576,negative
3384253,positive
464770,positive
1014273,positive
5106145,positive
3383127,positive
2773033,negative
6369750,positive
4340489,neutral
3329483,neutral
4548799,positive
5786675,negative
3223577,positive
3808353,positive
1262145,positive
572455,negative
1431190,positive
1946563,negative
2753548,neutral
5256040,positive
3754431,negative
1650349,neutral
2688692,positive
5072289,negative
995742,negative
1460420,positive
1677304,neutral
1004954,negative
4822235,negative
5751987,negative
5654734,positive
2967788,positive
2544102,positive
642246,positive
4687395,positive
3013768,negative
1615259,negative
5639443,neutral
1690189,positive
6180589,positive
2902942,negative
783995,neutral
5806126,positive
4270560,positive
6124621,negative
2537926,negative
2728452,positive
3454186,negative
665094,negative
6059119,neutral
2297255,positive
6244949,positive
257725,positive
1655983,negative
2501851,neutral
6082248,positive
2661465,positive
5840694,positive
5451055,positive
5685414,positive
2039252,positive
3658017,neutral
1322194,negative
5783382,negative
935767,positive
1460772,positive
1831034,positive
2369100,negative
491930,neutral
2990352,positive
702341,positive
5286298,positive
1077580,negative
3414732,neutral
616972,positive
642384,neutral
2264630,positive
2643635,positive
375758,negative
1614446,positive
2144314,positive
2300823,neutral
2375529,positive
5125458,neutral
6298347,positive
2381562,positive
3683635,positive
5413911,positive
5776906,negative
3562056,positive
627896,negative
2433643,positive
1302616,negative
6126302,neutral
5750593,positive
6303350,negative
243425,positive
4956151,positive
680135,negative
4526967,positive
2887222,neutral
2739672,negative
1230734,positive
286056,positive
877335,positive
4925766,neutral
1740358,neutral
6067678,positive
6490062,positive
804993,negative
5344624,positive
35029,neutral
3179216,positive
1061490,positive
4245485,positive
3016968,negative
6465315,positive
1638925,positive
1217120,positive
1734524,negative
5507588,positive
5120293,positive
1721047,positive
4897435,positive
5127726,negative
2169082,positive
1318791,negative
4396207,negative
5116474,neutral
5440324,positive
2109260,positive
911714,positive
4902585,neutral
3012112,positive
4215917,neutral
3919590,negative
187245,positive
2601820,negative
4725644,positive
1621692,negative
2108128,negative
1590284,positive
6618888,negative
4811053,positive
6550946,negative
2221114,positive
4949863,negative
4819455,positive
3839617,positive
1524723,neutral
6318568,negative
4414263,negative
2871075,negative
5370571,positive
653771,positive
1622392,positive
2059953,positive
5181309,positive
4552683,positive
5711536,positive
748255,positive
144288,positive
1009914,positive
2393161,positive
5906865,negative
2417820,positive
3291218,negative
3031028,negative
4109870,positive
2094992,positive
3744076,positive
1564262,positive
2957226,positive
304642,positive
3690023,positive
5016728,positive
6332379,neutral
5815384,neutral
3723797,positive
858644,positive
2782439,negative
3591289,negative
334918,negative
2982853,positive
5564762,negative
4307631,positive
2768917,neutral
3188997,positive
5359817,negative
4965568,negative
2297348,positive
2649351,positive
1768207,negative
5254202,positive
1321288,positive
51464,positive
4793820,positive
253947,positive
1731893,positive
5654005,positive
992529,positive
1471471,positive
6409036,positive
2454547,positive
4288345,positive
5446223,positive
355708,positive
385331,negative
78614,neutral
6283860,positive
2393467,positive
6453048,neutral
6455399,positive
2827091,negative
5289391,positive
3017496,positive
1418046,positive
2329313,negative
6456634,negative
4412713,negative
4473446,positive
896748,negative
6273873,positive
2411514,positive
3032129,negative
2027318,negative
6579716,neutral
65214,positive
511687,positive
3131086,positive
6559261,positive
349541,negative
2733747,positive
3254319,positive
4903518,neutral
6496250,positive
6592066,negative
77743,negative
4621695,negative
1031254,positive
1165255,positive
916347,negative
3168066,positive
2355114,positive
1329588,neutral
4216819,positive
2755279,negative
1656838,positive
1542038,positive
4044055,neutral
1020350,neutral
193961,neutral
510142,positive
3349500,negative
4706871,negative
6096049,positive
6504334,positive
572669,negative
5516975,positive
2572414,positive
6368384,positive
3264625,neutral
2848133,negative
3097418,negative
1579104,positive
5824208,positive
4737237,positive
46988,positive
3339367,positive
2392444,positive
767288,negative
3312096,positive
5959929,positive
4962005,negative
4423511,positive
2740125,positive
885404,positive
4871947,negative
1097446,positive
2530238,positive
3652244,positive
6279973,negative
4535493,positive
2680947,negative
5884447,negative
4576270,neutral
1761401,negative
3319976,positive
943497,positive
5059239,positive
2721562,negative
452681,positive
5602449,positive
2251795,positive
1894112,positive
1377517,positive
4019924,positive
5455358,positive
4050311,negative
3947748,neutral
1563728,positive
5100232,positive
6036947,positive
4668615,negative
5124061,neutral
4584364,positive
4259300,negative
3693984,neutral
2058337,positive
5314671,positive
6453733,negative
4474938,positive
2610049,neutral
4853383,positive
3499113,positive
1754391,negative
5991151,positive
4704278,negative
1064730,positive
148439,positive
455088,positive
5374875,positive
3920944,positive
332549,positive
630271,negative
3234871,neutral
4203992,positive
3808847,neutral
2810172,negative
6325798,positive
1168535,positive
2237804,positive
1765337,negative
433845,positive
5552255,negative
754045,positive
4432350,positive
968627,positive
1840451,negative
5879145,neutral
4650473,positive
3989739,positive
5477920,positive
861485,positive
3640908,neutral
960410,positive
1455085,positive
4079256,positive
1355762,positive
2536010,positive
1539942,positive
2286095,positive
3829434,positive
6098057,positive
6016443,positive
1903598,positive
2755600,positive
106659,positive
4450170,negative
236280,positive
4252674,negative
6240549,positive
5858112,neutral
2483180,neutral
3591145,negative
1689765,positive
1411990,positive
1361221,positive
3482326,positive
4819709,positive
4693284,negative
2255300,positive
5055234,positive
2272806,positive
5352249,positive
330964,positive
2940694,negative
6413318,positive
25038,positive
5048392,negative
315771,positive
5144488,positive
4663170,neutral
1504499,positive
167710,positive
5471361,neutral
5775010,neutral
3005621,positive
1494761,positive
5793740,positive
1989136,positive
119717,positive
4336945,positive
391701,positive
4340719,positive
5374765,positive
3461286,negative
4879941,negative
672414,positive
5530455,positive
5926551,positive
550175,positive
4392542,positive
4594386,positive
3374787,neutral
4327271,positive
4992242,neutral
6126409,positive
4733896,positive
5586863,negative
1465254,positive
1812276,neutral
409915,positive
6080929,positive
2549596,positive
547160,positive
2006662,positive
3417226,negative
5264647,negative
5409505,positive
3549262,positive
1200241,neutral
4653730,positive
5229033,positive
5817025,positive
2086485,positive
4547165,positive
5682584,positive
2045325,neutral
6465643,positive
271031,positive
6146602,negative
2298665,positive
2446819,neutral
6267874,neutral
4218362,positive
635449,positive
4779328,positive
1137556,positive
3735739,positive
4233965,positive
4357517,negative
4141823,positive
2826552,negative
1412040,positive
89491,negative
5801810,positive
4833399,negative
3882644,positive
1559616,positive
1665790,positive
5163508,positive
3907054,negative
4256250,positive
5587621,positive
4735748,negative
4299987,positive
2721036,negative
3434838,positive
2472211,positive
2975538,positive
4599482,negative
4729500,positive
3775730,positive
952922,negative
2479395,positive
2637710,positive
3897749,positive
1382522,neutral
4105808,negative
5205347,positive
2021823,negative
5707076,positive
3976621,negative
3895327,negative
2180980,negative
826072,neutral
2900523,positive
1975606,positive
838232,positive
2217902,positive
5915025,positive
817974,positive
97485,positive
6352253,positive
3767875,positive
6003126,positive
1572566,positive
1453671,positive
3421572,neutral
1896584,positive
4487398,positive
4969642,neutral
5631140,neutral
2724489,positive
3098439,negative
5326062,negative
67145,positive
5405217,positive
6022516,positive
489708,negative
5981735,positive
5502213,positive
160220,positive
5920619,positive
3790428,positive
5899271,negative
5736198,negative
2247255,negative
4297669,negative
5618492,positive
6228923,negative
4022450,positive
4780635,positive
203725,positive
3523223,positive
4508631,positive
1778437,negative
4357075,negative
3118515,positive
5033211,neutral
1845171,positive
5289411,positive
1476539,positive
104432,positive
1839663,negative
3817983,positive
1432010,positive
6273578,negative
3607334,neutral
3863607,negative
2639015,negative
5301419,positive
370727,positive
5922769,positive
3328556,neutral
20607,neutral
5789136,negative
4564718,positive
1411073,positive
1870001,positive
2384289,positive
6302857,positive
418238,positive
2932464,positive
968364,positive
6539609,positive
4205953,negative
6424625,positive
1486600,positive
4389224,positive
4977389,positive
4195159,positive
1611161,negative
3357794,negative
2436300,neutral
3960167,positive
5512447,positive
259319,positive
4165320,negative
2184794,neutral
5396728,positive
3411743,positive
5019563,positive
4249713,positive
1507891,positive
1591495,positive
4287491,positive
1671639,negative
5877082,positive
6521443,positive
3282663,positive
3380020,positive
2800221,neutral
5477927,positive
1294117,positive
2515400,positive
1994369,neutral
4885378,negative
6645474,positive
5014601,positive
5084641,positive
4391734,positive
3219948,positive
6438156,negative
6304976,positive
511127,positive
5049896,negative
2902077,positive
5882967,positive
268504,positive
543503,positive
3171017,positive
131143,positive
1170302,positive
6224345,negative
4995919,negative
6338712,positive
3873624,positive
6578340,positive
5656841,negative
6447624,negative
3146300,positive
5138185,negative
646436,neutral
263542,positive
5029268,positive
2592704,positive
5027338,positive
5413108,positive
135781,positive
3542669,positive
3332097,positive
1951249,positive
481077,positive
2842726,negative
4118402,positive
1727235,positive
6040062,positive
3665030,neutral
502386,positive
1732158,positive
6120589,positive
1570861,positive
5137219,negative
1640773,negative
6286272,negative
4418771,negative
4025012,negative
2618874,neutral
2336978,neutral
2541023,positive
5682968,negative
3408962,positive
4773526,positive
3895671,negative
960557,positive
4185500,negative
6455185,neutral
3854448,negative
2323467,negative
2393664,positive
3556323,positive
642034,neutral
1532997,positive
5485113,positive
3994131,negative
1888281,positive
2592746,negative
1788564,positive
3852948,positive
3739055,negative
55945,positive
2644991,positive
4266729,positive
1976045,positive
1438662,positive
3648024,negative
4295354,positive
6334532,negative
4222901,negative
2791604,negative
88931,positive
5238642,neutral
1992897,positive
4418004,positive
2771431,negative
5592631,neutral
5188514,positive
6167901,positive
3743623,positive
5170311,positive
1326580,positive
3726003,positive
1795364,positive
100663,positive
1123310,negative
533164,positive
5958386,positive
3674929,positive
6253776,positive
323942,positive
3956208,positive
1022113,negative
2563027,negative
4224672,positive
2097830,positive
6378803,neutral
3835926,negative
6489908,positive
6293890,positive
3162896,positive
4595004,negative
5602452,positive
2450866,positive
3620237,positive
5623340,positive
6069317,positive
5124656,positive
2931882,positive
6366319,negative
1440565,positive
6312211,positive
899814,positive
5565479,positive
4084203,positive
5797274,positive
667739,positive
3896191,positive
1405688,positive
1997507,positive
2920475,neutral
1263371,neutral
5860911,positive
1654209,positive
86833,positive
2499422,positive
2367510,negative
3573639,positive
10161,negative
4653418,negative
4716696,positive
5914960,negative
5358946,negative
1303350,positive
1989144,negative
4650409,positive
1039820,positive
6634263,positive
6653812,neutral
3169435,positive
1243311,positive
3890161,positive
6165012,positive
2799120,positive
3536439,positive
1468619,positive
1120607,positive
5362173,negative
108761,neutral
4623655,positive
6656596,positive
538417,positive
6144979,positive
4975247,positive
4438218,positive
4450412,positive
5037860,negative
5123574,neutral
1249500,positive
1311514,positive
2059037,negative
709293,positive
6628406,negative
892313,negative
3148418,positive
2315702,positive
1997233,positive
4855185,neutral
3522694,positive
4054341,positive
1044132,positive
5372488,neutral
3391308,positive
3943611,negative
1951793,positive
2373466,positive
1314617,positive
6278050,negative
3198271,positive
5808629,neutral
6412623,positive
1484919,positive
4167949,positive
2518297,positive
5665270,positive
4874891,positive
5039856,positive
1568634,positive
1688689,negative
3761210,positive
1269682,positive
3633598,neutral
2511337,positive
4859603,neutral
3138408,negative
5923983,neutral
241483,negative
6549073,positive
5582220,positive
4989772,positive
1238262,positive
4443172,positive
454297,neutral
4776529,positive
4738501,positive
4234024,positive
66067,positive
1861274,positive
3675195,negative
6142137,positive
5354163,positive
6495720,positive
4759948,positive
4446185,positive
5533017,neutral
3181803,negative
2733726,positive
6500515,negative
745876,positive
1251838,positive
3708251,positive
2138486,neutral
6503984,positive
1003193,positive
6026829,positive
5469366,negative
1042377,positive
4830806,negative
4730879,neutral
1012802,positive
1521199,positive
4917892,positive
6298559,negative
207666,positive
5804936,neutral
6132209,negative
1452640,positive
6292924,neutral
3702575,positive
1566619,positive
6411713,positive
3549624,positive
558558,positive
3867090,positive
545920,positive
4684081,positive
1371617,positive
4933739,positive
1388711,positive
2141289,positive
98082,positive
5426385,positive
364546,positive
1256903,negative
1859853,negative
6450922,positive
5428597,negative
956496,positive
6157254,neutral
2286872,negative
6001683,negative
3986766,negative
2720671,negative
2140028,neutral
6516720,negative
5538832,positive
565546,negative
5781270,negative
3001182,negative
3456353,negative
5624001,positive
208342,negative
5862644,negative
3257891,positive
1319972,neutral
2594312,positive
2290121,positive
4770141,positive
6630996,positive
5622771,positive
348751,neutral
3189298,positive
2791199,positive
3540443,positive
2852778,negative
4745555,neutral
590358,positive
6249158,negative
1015101,positive
2555417,positive
4467780,positive
1234844,negative
691832,neutral
389019,negative
744982,positive
1510374,positive
4094995,positive
5555835,positive
2093068,positive
4923370,negative
6271659,positive
4346043,positive
930095,negative
2786280,positive
3032155,negative
2646723,negative
3382120,positive
1160938,positive
2927136,neutral
100186,positive
2942515,negative
3832643,positive
2893294,negative
3223346,positive
2450641,positive
5036606,positive
2140827,neutral
5694892,negative
51826,neutral
5545496,positive
3513221,positive
1734090,negative
2453739,positive
1938109,neutral
3560035,positive
5443920,positive
5462261,positive
4615683,neutral
1461205,positive
4677403,negative
5824219,positive
3587068,positive
5417857,positive
2387533,positive
1024476,positive
130216,positive
4680732,negative
764640,positive
1242447,positive
5396809,neutral
1122548,positive
4161756,negative
3742821,positive
1026303,positive
5993319,positive
4257365,positive
6586230,positive
1666553,positive
6655612,positive
223315,positive
5563955,neutral
2505906,negative
4900878,positive
4319749,negative
6176402,positive
5632336,positive
6349141,neutral
1889556,positive
4668570,negative
604227,negative
1739618,positive
1069393,positive
1642745,positive
4248277,positive
3019189,positive
2193850,positive
28635,negative
5865488,neutral
3417253,neutral
2320336,positive
4935789,positive
4660251,positive
774641,positive
4414669,positive
1735040,positive
171203,positive
2053390,negative
449567,positive
1113821,positive
5692550,positive
3226241,positive
943250,positive
2049450,negative
1639947,negative
1093461,positive
1706578,positive
3919719,negative
103925,neutral
4090292,negative
524137,positive
736924,positive
821235,negative
5218048,positive
3436596,positive
5495688,positive
3236367,negative
6188542,positive
4289448,positive
3225767,neutral
4535235,positive
4951063,positive
6385933,neutral
2324726,positive
2761718,positive
5720002,positive
4788354,positive
5261905,positive
5045412,positive
1488354,neutral
1940251,positive
5092711,positive
1188986,positive
3533122,positive
324811,negative
5465733,positive
5754596,positive
4723959,positive
1455337,positive
5322519,positive
5693851,negative
2990343,positive
2667717,negative
1948444,positive
988443,positive
3945734,positive
6598159,negative
4337571,negative
4179659,positive
2416504,positive
6326775,negative
3453201,positive
6610920,negative
2519504,negative
613059,positive
2842955,positive
6447292,negative
5147768,positive
2559501,negative
5823659,positive
752681,negative
5321070,positive
4047000,positive
810392,positive
5813608,negative
5508958,neutral
4080714,negative
5080369,negative
6475757,positive
1244348,neutral
3980365,positive
6614169,negative
6627002,positive
46819,positive
77279,neutral
2148113,negative
6283730,positive
4470594,negative
2127759,positive
2559115,neutral
1238527,positive
96173,positive
1010397,positive
5639988,positive
6542429,positive
2758272,positive
2978994,positive
602021,positive
5505981,positive
6264370,positive
3160054,positive
2665587,negative
1264039,negative
4161762,positive
2400362,positive
1913726,positive
